Name,Precursor_type,NCE,CE,Ion_mode,InChIKey,Formula,Ionization,PrecursorMZ,SMILES,RT,MSMS,intensity,TQ_CE
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,231.0,0.1234,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,229.0,0.0997,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,151.1,0.0697,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,149.1,0.0659,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,148.1,0.0405,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,149.1,0.0405,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,130.1,0.0117,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,130.1,0.0073,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,151.1,0.0061,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,230.0,0.0057,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,232.0,0.0055,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,109.0,0.0038,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,188.0,0.0038,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,182.0,0.0037,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,122.0,0.0034,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,189.9,0.0033,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,120.1,0.0033,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,149.1,0.0031,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,229.0,0.003,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,107.0,0.0029,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,182.0,0.0029,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,109.0,0.0024,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,103.0,0.0019,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,152.1,0.0019,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,122.0,0.0017,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,154.1,0.0014,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,239.0,0.0014,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,110.0,0.0013,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,237.0,0.0013,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,155.1,0.0013,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,148.1,0.0013,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,160.9,0.0011,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,211.0,0.0011,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,148.1,0.001,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,123.0,0.001,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,129.0,0.001,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,271.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,209.0,0.0009,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,103.0,0.0008,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H+2i]+,54.0,42.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,273.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,123.0,0.0008,33
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,150.1,0.6146,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,150.1,0.6009,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,149.1,0.2076,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,149.1,0.2072,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,151.1,0.0376,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,148.1,0.0344,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,130.1,0.0311,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,130.1,0.0299,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,122.0,0.0189,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,122.0,0.0177,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,229.0,0.0142,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,231.0,0.0127,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,109.0,0.0108,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,109.0,0.0106,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,110.0,0.0096,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,110.0,0.0096,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,103.0,0.0075,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,103.0,0.0074,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,107.0,0.0068,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,120.1,0.0064,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,79.0,0.0053,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,129.0,0.0052,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,147.1,0.005,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,129.0,0.0049,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,182.0,0.0044,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,160.9,0.0041,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,123.0,0.0041,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,182.0,0.004,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,162.9,0.004,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,123.0,0.0037,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,147.1,0.0036,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,151.1,0.0035,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,142.9,0.0027,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,140.9,0.0025,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,83.0,0.0025,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,119.1,0.0023,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,131.1,0.0023,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,83.0,0.0022,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,188.0,0.0022,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,131.1,0.0021,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,131.1,0.0021,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,189.9,0.002,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,152.1,0.0019,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,157.1,0.0017,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,157.1,0.0017,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,90.0,0.0015,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6+2i]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,231.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,108.0,0.0014,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,90.0,0.0014,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,108.0,0.0013,32
6-Bromo-4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazole,[M+H-C3H6]+,54.0,40.0,P,SJQZRZLUEGCXFN-UHFFFAOYSA-N,C11H12BrFN2,ESI,229.0,CC1=NC2=C(N1C(C)C)C=C(C=C2F)Br,11.4,167.9,0.0013,32
